SYMBOL,COMPANY_NAME_API,NSE_INDUSTRY,SECTOR,INDEX_MEMBERSHIP
IL&FSENGG,IL&FS Engineering and Construction Company Limited,Civil Construction,Real Estate & Construction,
IL&FSTRANS,IL&FS Transportation Networks Limited,Civil Construction,Real Estate & Construction,
IMAGICAA,Imagicaaworld Entertainment Limited,Amusement Parks/ Other Recreation,Consumer Discretionary,
IMFA,Indian Metals & Ferro Alloys Limited,Ferro & Silica Manganese,Materials,
IMPAL,India Motor Parts and Accessories Limited,Trading - Auto Components,Consumer Discretionary,
IMPEXFERRO,Impex Ferro Tech Limited,Ferro & Silica Manganese,Materials,
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,Iron & Steel Products,Materials,
INDBANK,Indbank Merchant Banking Services Limited,Stockbroking & Allied,Financials,
INDGN,Indegene Limited,Healthcare Research Analytics & Technology,Healthcare & Pharma,"NIFTY500,NIFTYSMALLCAP250"
INDHOTEL,The Indian Hotels Company Limited,Hotels & Resorts,Consumer Discretionary,"NIFTY100,NIFTY500"
INDIACEM,The India Cements Limited,Cement & Cement Products,Materials,"NIFTY500,NIFTYSMALLCAP250"
INDIAGLYCO,India Glycols Limited,Breweries & Distilleries,Consumer Staples,
INDIAMART,Indiamart Intermesh Limited,Internet & Catalogue Retail,Consumer Discretionary,"NIFTY500,NIFTYSMALLCAP250"
INDIANB,Indian Bank,Public Sector Bank,Financials,"NIFTY500,NIFTYMIDCAP150"
INDIANCARD,Indian Card Clothing Company Limited,Other Textile Products,Consumer Discretionary,
INDIANHUME,Indian Hume Pipe Company Limited,Industrial Products,Industrials,
INDIASHLTR,India Shelter Finance Corporation Limited,Housing Finance Company,Financials,
INDIGO,InterGlobe Aviation Limited,Airline,Industrials,"NIFTY100,NIFTY50,NIFTY500"
INDIGOPNTS,Indigo Paints Limited,Paints,Materials,
INDIQUBE,Indiqube Spaces Limited,Diversified Commercial Services,Diversified / Others,
INDNIPPON,India Nippon Electricals Limited,Auto Components & Equipments,Consumer Discretionary,
INDO-RE2,Indowind Energy Ltd-RE,Power Generation,Utilities,
INDOAMIN,Indo Amines Limited,Specialty Chemicals,Materials,
INDOBORAX,Indo Borax & Chemicals Limited,Commodity Chemicals,Materials,
INDOCO,Indoco Remedies Limited,Pharmaceuticals,Healthcare & Pharma,
INDOFARM,Indo Farm Equipment Limited,Tractors,Diversified / Others,
INDORAMA,Indo Rama Synthetics (India) Limited,Other Textile Products,Consumer Discretionary,
INDOSTAR,IndoStar Capital Finance Limited,Non Banking Financial Company (NBFC),Financials,
INDOTECH,Indo Tech Transformers Limited,Heavy Electrical Equipment,Industrials,
INDOTHAI,Indo Thai Securities Limited,Stockbroking & Allied,Financials,
INDOUS,Indo Us Biotech Limited,Other Agricultural Products,Diversified / Others,
INDOWIND,Indowind Energy Limited,Power Generation,Utilities,
INDRAMEDCO,Indraprastha Medical Corporation Limited,Hospital,Healthcare & Pharma,
INDSWFTLAB,Ind-Swift Laboratories Limited,Pharmaceuticals,Healthcare & Pharma,
INDTERRAIN,Indian Terrain Fashions Limited,Garments & Apparels,Consumer Discretionary,
INDUSINDBK,IndusInd Bank Limited,Private Sector Bank,Financials,"NIFTY500,NIFTYMIDCAP150"
INDUSTOWER,Indus Towers Limited,Telecom - Infrastructure,Telecom,"NIFTY500,NIFTYMIDCAP150"
INFIBEAM,Infibeam Avenues Limited,Financial Technology (Fintech),Financials,
INFOBEAN,InfoBeans Technologies Limited,Computers - Software & Consulting,Information Technology,
INFOMEDIA,Infomedia Press Limited,Printing & Publication,Diversified / Others,
INFY,Infosys Limited,Computers - Software & Consulting,Information Technology,"NIFTY100,NIFTY50,NIFTY500"
INGERRAND,Ingersoll Rand (India) Limited,Compressors Pumps & Diesel Engines,Industrials,
INNOVACAP,Innova Captab Limited,Pharmaceuticals,Healthcare & Pharma,
INNOVANA,Innovana Thinklabs Limited,Computers - Software & Consulting,Information Technology,
INOXGREEN,Inox Green Energy Services Limited,Power Generation,Utilities,
INOXINDIA,INOX India Limited,Other Industrial Products,Industrials,"NIFTY500,NIFTYSMALLCAP250"
INOXWIND,Inox Wind Limited,Heavy Electrical Equipment,Industrials,"NIFTY500,NIFTYSMALLCAP250"
INSECTICID,Insecticides (India) Limited,Pesticides & Agrochemicals,Materials,
INSPIRISYS,Inspirisys Solutions Limited,IT Enabled Services,Information Technology,
INTELLECT,Intellect Design Arena Limited,Computers - Software & Consulting,Information Technology,"NIFTY500,NIFTYSMALLCAP250"
INTENTECH,Intense Technologies Limited,IT Enabled Services,Information Technology,
INTERARCH,Interarch Building Solutions Limited,Civil Construction,Real Estate & Construction,
INTLCONV,International Conveyors Limited,Industrial Products,Industrials,
INVENTURE,Inventure Growth & Securities Limited,Stockbroking & Allied,Financials,
IOB,Indian Overseas Bank,Public Sector Bank,Financials,"NIFTY500,NIFTYMIDCAP150"
IOC,Indian Oil Corporation Limited,Refineries & Marketing,Energy,"NIFTY100,NIFTY500"
IOLCP,IOL Chemicals and Pharmaceuticals Limited,Pharmaceuticals,Healthcare & Pharma,
IONEXCHANG,ION Exchange (India) Limited,Water Supply & Management,Utilities,
IPCALAB,IPCA Laboratories Limited,Pharmaceuticals,Healthcare & Pharma,"NIFTY500,NIFTYMIDCAP150"
IPL,India Pesticides Limited,Pesticides & Agrochemicals,Materials,
IRB,IRB Infrastructure Developers Limited,Civil Construction,Real Estate & Construction,"NIFTY500,NIFTYMIDCAP150"
IRCON,Ircon International Limited,Civil Construction,Real Estate & Construction,"NIFTY500,NIFTYSMALLCAP250"
IRCTC,Indian Railway Catering And Tourism Corporation Limited,Tour Travel Related Services,Diversified / Others,"NIFTY500,NIFTYMIDCAP150"
IREDA,Indian Renewable Energy Development Agency Limited,Financial Institution,Financials,"NIFTY500,NIFTYMIDCAP150"
IRFC,Indian Railway Finance Corporation Limited,Financial Institution,Financials,"NIFTY100,NIFTY500"
IRIS,Iris Business Services Limited,Software Products,Information Technology,
IRISDOREME,Iris Clothings Limited,Garments & Apparels,Consumer Discretionary,
IRMENERGY,IRM Energy Limited,LPG/CNG/PNG/LNG Supplier,Energy,
ISFT,Intrasoft Technologies Limited,E-Retail/ E-Commerce,Consumer Discretionary,
ISGEC,Isgec Heavy Engineering Limited,Civil Construction,Real Estate & Construction,
ISHANCH,Ishan Dyes and Chemicals Limited,Specialty Chemicals,Materials,
ITC,ITC Limited,Diversified FMCG,Diversified / Others,"NIFTY100,NIFTY50,NIFTY500"
ITCHOTELS,ITC Hotels Limited,Hotels & Resorts,Consumer Discretionary,"NIFTY500,NIFTYMIDCAP150"
ITDC,India Tourism Development Corporation Limited,Hotels & Resorts,Consumer Discretionary,
ITI,ITI Limited,Telecom - Equipment & Accessories,Telecom,"NIFTY500,NIFTYSMALLCAP250"
IVALUE,Ivalue Infosolutions Limited,Computers Hardware & Equipments,Information Technology,
IVC,IL&FS Investment Managers Limited,Asset Management Company,Financials,
IVP,IVP Limited,Specialty Chemicals,Materials,
IXIGO,Le Travenues Technology Limited,Tour Travel Related Services,Diversified / Others,
IZMO,IZMO Limited,IT Enabled Services,Information Technology,
J&KBANK,The Jammu & Kashmir Bank Limited,Private Sector Bank,Financials,"NIFTY500,NIFTYSMALLCAP250"
JAGRAN,Jagran Prakashan Limited,Print Media,Consumer Discretionary,
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,Pharmaceuticals,Healthcare & Pharma,
JAIBALAJI,Jai Balaji Industries Limited,Iron & Steel,Materials,
JAICORPLTD,Jai Corp Limited,Plastic Products - Industrial,Industrials,
JAINREC,Jain Resource Recycling Limited,Diversified Metals,Diversified / Others,
JAIPURKURT,Nandani Creation Limited,Garments & Apparels,Consumer Discretionary,
JAMNAAUTO,Jamna Auto Industries Limited,Auto Components & Equipments,Consumer Discretionary,
JARO,Jaro Institute of Technology Management and Research Limited,E-Learning,Diversified / Others,
JASH,Jash Engineering Limited,Industrial Products,Industrials,
JAYAGROGN,Jayant Agro Organics Limited,Specialty Chemicals,Materials,
JAYBARMARU,Jay Bharat Maruti Limited,Auto Components & Equipments,Consumer Discretionary,
JAYKAY,Jaykay Enterprises Limited,Aerospace & Defense,Industrials,
JAYNECOIND,Jayaswal Neco Industries Limited,Iron & Steel Products,Materials,
JAYSREETEA,Jayshree Tea & Industries Limited,Tea & Coffee,Consumer Staples,
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,Pharmaceuticals,Healthcare & Pharma,"NIFTY500,NIFTYSMALLCAP250"
JBMA,JBM Auto Limited,Auto Components & Equipments,Consumer Discretionary,"NIFTY500,NIFTYSMALLCAP250"
JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,Household Appliances,Consumer Discretionary,
JETFREIGHT,Jet Freight Logistics Limited,Logistics Solution Provider,Industrials,
JGCHEM,J.G.Chemicals Limited,Commodity Chemicals,Materials,
JHS,JHS Svendgaard Laboratories Limited,Personal Care,Consumer Staples,
JINDALPHOT,Jindal Photo Limited,Investment Company,Financials,
JINDALPOLY,Jindal Poly Films Limited,Packaging,Materials,
JINDALSAW,Jindal Saw Limited,Iron & Steel Products,Materials,"NIFTY500,NIFTYSMALLCAP250"
JINDALSTEL,JINDAL STEEL LIMITED,Iron & Steel,Materials,"NIFTY100,NIFTY500"
JINDRILL,Jindal Drilling And Industries Limited,Offshore Support Solution Drilling,Diversified / Others,
JINDWORLD,Jindal Worldwide Limited,Other Textile Products,Consumer Discretionary,
JIOFIN,Jio Financial Services Limited,Investment Company,Financials,"NIFTY100,NIFTY50,NIFTY500"
JISLDVREQS,Jain Irrigation Systems Limited,Plastic Products - Industrial,Industrials,
JISLJALEQS,Jain Irrigation Systems Limited,Plastic Products - Industrial,Industrials,
JITFINFRA,JITF Infralogistics Limited,Water Supply & Management,Utilities,
JKCEMENT,JK Cement Limited,Cement & Cement Products,Materials,"NIFTY500,NIFTYMIDCAP150"
JKIL,J.Kumar Infraprojects Limited,Civil Construction,Real Estate & Construction,
JKIPL,Jinkushal Industries Limited,Dealers���Commercial Vehicles Tractors Construction Vehicles,Real Estate & Construction,
JKLAKSHMI,JK Lakshmi Cement Limited,Cement & Cement Products,Materials,
JKPAPER,JK Paper Limited,Paper & Paper Products,Materials,
JKTYRE,JK Tyre & Industries Limited,Tyres & Rubber Products,Consumer Discretionary,"NIFTY500,NIFTYSMALLCAP250"
JLHL,Jupiter Life Line Hospitals Limited,Hospital,Healthcare & Pharma,
JMA,,,Diversified / Others,
JMFINANCIL,JM Financial Limited,Holding Company,Diversified / Others,"NIFTY500,NIFTYSMALLCAP250"
JNKINDIA,JNK India Limited,Industrial Products,Industrials,
JOCIL,Jocil Limited,Commodity Chemicals,Materials,
JPASSOCIAT,Jaiprakash Associates Limited,Civil Construction,Real Estate & Construction,
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,Investment Company,Financials,
JPPOWER,Jaiprakash Power Ventures Limited,Power Generation,Utilities,"NIFTY500,NIFTYSMALLCAP250"
JSFB,Jana Small Finance Bank Limited,Other Bank,Financials,
JSL,Jindal Stainless Limited,Iron & Steel,Materials,"NIFTY500,NIFTYMIDCAP150"
JSLL,Jeena Sikho Lifecare Limited,Pharmaceuticals,Healthcare & Pharma,
JSWCEMENT,JSW Cement Limited,Cement & Cement Products,Materials,
JSWENERGY,JSW Energy Limited,Power Generation,Utilities,"NIFTY100,NIFTY500"
JSWHL,JSW Holdings Limited,Investment Company,Financials,
JSWINFRA,JSW Infrastructure Limited,Port & Port services,Diversified / Others,"NIFTY500,NIFTYMIDCAP150"
JSWSTEEL,JSW Steel Limited,Iron & Steel,Materials,"NIFTY100,NIFTY50,NIFTY500"
JTEKTINDIA,Jtekt India Limited,Auto Components & Equipments,Consumer Discretionary,
JTLIND,JTL INDUSTRIES LIMITED,Iron & Steel Products,Materials,
JUBLCPL,Jubilant Agri and Consumer Products Limited,Specialty Chemicals,Materials,
JUBLFOOD,Jubilant Foodworks Limited,Restaurants,Consumer Discretionary,"NIFTY500,NIFTYMIDCAP150"
JUBLINGREA,Jubilant Ingrevia Limited,Specialty Chemicals,Materials,"NIFTY500,NIFTYSMALLCAP250"
JUBLPHARMA,Jubilant Pharmova Limited,Pharmaceuticals,Healthcare & Pharma,"NIFTY500,NIFTYSMALLCAP250"
JUNIPER,Juniper Hotels Limited,Hotels & Resorts,Consumer Discretionary,
JUSTDIAL,Just Dial Limited,Internet & Catalogue Retail,Consumer Discretionary,
JWL,Jupiter Wagons Limited,Railway Wagons,Diversified / Others,"NIFTY500,NIFTYSMALLCAP250"
JYOTHYLAB,Jyothy Labs Limited,Household Products,Consumer Staples,"NIFTY500,NIFTYSMALLCAP250"
JYOTICNC,Jyoti CNC Automation Limited,Industrial Products,Industrials,"NIFTY500,NIFTYSMALLCAP250"
JYOTISTRUC,Jyoti Structures Limited,Heavy Electrical Equipment,Industrials,
KABRAEXTRU,Kabra Extrusion Technik Limited,Industrial Products,Industrials,
KAJARIACER,Kajaria Ceramics Limited,Ceramics,Materials,"NIFTY500,NIFTYSMALLCAP250"
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,Cement & Cement Products,Materials,
KALAMANDIR,Sai Silks (Kalamandir) Limited,Speciality Retail,Consumer Discretionary,
KALPATARU,Kalpataru Limited,Residential Commercial Projects,Real Estate & Construction,
KALYANI,Kalyani Commercials Limited,Dealers���Commercial Vehicles Tractors Construction Vehicles,Real Estate & Construction,
KALYANIFRG,Kalyani Forge Limited,Castings & Forgings,Industrials,
KALYANKJIL,Kalyan Jewellers India Limited,Gems Jewellery And Watches,Consumer Discretionary,"NIFTY500,NIFTYMIDCAP150"
KAMATHOTEL,Kamat Hotels (I) Limited,Hotels & Resorts,Consumer Discretionary,
KAMDHENU,Kamdhenu Limited,Iron & Steel Products,Materials,
KAMOPAINTS,Kamdhenu Ventures Limited,Paints,Materials,
KANANIIND,Kanani Industries Limited,Gems Jewellery And Watches,Consumer Discretionary,
KANORICHEM,Kanoria Chemicals & Industries Limited,Industrial Products,Industrials,
KANPRPLA,Kanpur Plastipack Limited,Packaging,Materials,
KANSAINER,Kansai Nerolac Paints Limited,Paints,Materials,
KAPSTON,Kapston Services Limited,Diversified Commercial Services,Diversified / Others,
KARMAENG,Karma Energy Limited,Power Generation,Utilities,
KARURVYSYA,Karur Vysya Bank Limited,Private Sector Bank,Financials,"NIFTY500,NIFTYSMALLCAP250"
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,Hotels & Resorts,Consumer Discretionary,
KAVDEFENCE,Kavveri Defence & Wireless Technologies Limited,Telecom - Equipment & Accessories,Telecom,
KAYA,Kaya Limited,Wellness,Diversified / Others,
KAYNES,Kaynes Technology India Limited,Industrial Products,Industrials,"NIFTY500,NIFTYSMALLCAP250"
KCP,KCP Limited,Cement & Cement Products,Materials,
KCPSUGIND,KCP Sugar and Industries Corporation Limited,Sugar,Consumer Staples,
KDDL,KDDL Limited,Gems Jewellery And Watches,Consumer Discretionary,
KEC,KEC International Limited,Civil Construction,Real Estate & Construction,"NIFTY500,NIFTYSMALLCAP250"
KECL,Kirloskar Electric Company Limited,Other Electrical Equipment,Industrials,
KEEPLEARN,DSJ Keep Learning Limited,Education,Diversified / Others,
KEI,KEI Industries Limited,Cables - Electricals,Industrials,"NIFTY500,NIFTYMIDCAP150"
KELLTONTEC,Kellton Tech Solutions Limited,IT Enabled Services,Information Technology,
KERNEX,Kernex Microsystems (India) Limited,Transport Related Services,Diversified / Others,
KESORAMIND,Kesoram Industries Limited,Other Textile Products,Consumer Discretionary,
KEYFINSERV,Keynote Financial Services Limited,Stockbroking & Allied,Financials,
KFINTECH,Kfin Technologies Limited,Depositories Clearing Houses and Other Intermediaries,Consumer Discretionary,"NIFTY500,NIFTYSMALLCAP250"
KHADIM,Khadim India Limited,Footwear,Consumer Discretionary,
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,Fertilizers,Materials,
KHAITANLTD,Khaitan (India) Limited,Consumer Electronics,Consumer Discretionary,
KHANDSE,Khandwala Securities Limited,Stockbroking & Allied,Financials,
KICL,Kalyani Investment Company Limited,Investment Company,Financials,
KILITCH,Kilitch Drugs (India) Limited,Pharmaceuticals,Healthcare & Pharma,
KIMS,Krishna Institute of Medical Sciences Limited,Hospital,Healthcare & Pharma,"NIFTY500,NIFTYSMALLCAP250"
KINGFA,Kingfa Science & Technology (India) Limited,Plastic Products - Industrial,Industrials,
KIOCL,KIOCL Limited,Sponge Iron,Materials,
KIRIINDUS,Kiri Industries Limited,Dyes And Pigments,Materials,
KIRLOSBROS,Kirloskar Brothers Limited,Compressors Pumps & Diesel Engines,Industrials,"NIFTY500,NIFTYSMALLCAP250"
KIRLOSENG,Kirloskar Oil Engines Limited,Compressors Pumps & Diesel Engines,Industrials,"NIFTY500,NIFTYSMALLCAP250"
KIRLOSIND,Kirloskar Industries Limited,Other Industrial Products,Industrials,
KIRLPNU,Kirloskar Pneumatic Company Limited,Compressors Pumps & Diesel Engines,Industrials,
KITEX,Kitex Garments Limited,Garments & Apparels,Consumer Discretionary,
KKCL,Kewal Kiran Clothing Limited,Garments & Apparels,Consumer Discretionary,
KMEW,Knowledge Marine & Engineering Works Limited,Dredging,Diversified / Others,
KMSUGAR,K.M.Sugar Mills Limited,Sugar,Consumer Staples,
KNRCON,KNR Constructions Limited,Civil Construction,Real Estate & Construction,
KOHINOOR,Kohinoor Foods Limited,Other Agricultural Products,Diversified / Others,
KOKUYOCMLN,Kokuyo Camlin Limited,Stationary,Diversified / Others,
KOLTEPATIL,Kolte - Patil Developers Limited,Residential Commercial Projects,Real Estate & Construction,
KOPRAN,Kopran Limited,Pharmaceuticals,Healthcare & Pharma,
KOTAKBANK,Kotak Mahindra Bank Limited,Private Sector Bank,Financials,"NIFTY100,NIFTY50,NIFTY500"
KOTARISUG,Kothari Sugars And Chemicals Limited,Sugar,Consumer Staples,
KOTHARIPET,Kothari Petrochemicals Limited,Petrochemicals,Materials,
KOTHARIPRO,Kothari Products Limited,Trading & Distributors,Consumer Discretionary,
KPEL,K.P. Energy Limited,Power Generation,Utilities,
KPIGREEN,KPI Green Energy Limited,Power Generation,Utilities,
KPIL,Kalpataru Projects International Limited,Civil Construction,Real Estate & Construction,"NIFTY500,NIFTYSMALLCAP250"
KPITTECH,KPIT Technologies Limited,Computers - Software & Consulting,Information Technology,"NIFTY500,NIFTYMIDCAP150"
KPRMILL,K.P.R. Mill Limited,Other Textile Products,Consumer Discretionary,"NIFTY500,NIFTYMIDCAP150"
KRBL,KRBL Limited,Other Agricultural Products,Diversified / Others,
KREBSBIO,Krebs Biochemicals and Industries Limited,Pharmaceuticals,Healthcare & Pharma,
KRIDHANINF,Kridhan Infra Limited,Civil Construction,Real Estate & Construction,
KRISHANA,Krishana Phoschem Limited,Fertilizers,Materials,
KRISHIVAL,Krishival Foods Limited,Other Food Products,Consumer Staples,
KRITI,Kriti Industries (India) Limited,Plastic Products - Industrial,Industrials,
KRITIKA,Kritika Wires Limited,Iron & Steel Products,Materials,
KRITINUT,Kriti Nutrients Limited,Edible Oil,Energy,
KRN,KRN Heat Exchanger and Refrigeration Limited,Other Industrial Products,Industrials,
KRONOX,Kronox Lab Sciences Limited,Specialty Chemicals,Materials,
KROSS,Kross Limited,Auto Components & Equipments,Consumer Discretionary,
KRSNAA,Krsnaa Diagnostics Limited,Healthcare Service Provider,Healthcare & Pharma,
